sensor-id,sensor-name,latitude,longitude,URL
EWS142,Hougang Ave 3 / Tampines Road,1.3609724,103.8929938,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS142
WWS063,Kampong Bahru OD (Kampong Bahru Rd),1.2709785,103.8258698,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS063
WWS095,PIE/Tuas Exit,1.325286,103.665511,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS095
WWS098,Sg Pandan Kechil (West Coast Highway),1.3015,103.76318,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS098
WWS106,Kranji Way,1.438686,103.7432082,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS106
WWS108,Commonwealth Lane / Commonwealth Dr,1.3043539,103.7974324,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS108
WWS178,Jurong Town Hall Rd/ West Coast Rd,1.319435,103.74468,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS178
WWS208,Sg Lanchar SD B (Blk 666A),1.340365,103.701791,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS208
CWS001,Alexandra Canal SD B (Prince Philip Ave),1.2918496,103.8195177,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS001
CWS007,Balmoral Rd,1.31396,103.8312701,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS007
CWS034,Queen Rd OD (Prince Rd),1.3209725,103.8097551,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS034
CWS047,Rochor Canal(Victoria Street),1.3065369,103.8615264,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS047
CWS058,Langsat Rd / Lor 101 Changi,1.315948,103.899939,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS058
CWS078,Bt Timah Canal (Anamalai Ave),1.3321194,103.7941755,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS078
CWS084,Cambridge Road OD,1.314108,103.847209,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS084
CWS147,Mackenzie Rd,1.307446,103.846766,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS147
CWS160,Bt Timah Canal (Watten Park),1.3263412,103.8073388,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS160
CWS168,Upp Thomson Rd/ Jln Keli,1.3541568,103.8343446,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS168
CWS223,Paya Lebar Road (ACE Building),1.3278746,103.8904698,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS223
CWS327,Aljunied Rd (Hong Leong NKF),1.3203608,103.8819065,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS327
CWS435,Lor Gambir (Le Gambir),1.345356,103.875571,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS435
EWS001,Admiralty Rd West/ Senoko South Rd,1.4607974,103.8067799,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS001
EWS005,Bedok North Ave 3,1.3355755,103.9337543,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS005
EWS006,Siglap Canal (Kg Kembangan CC),1.3237418,103.9121773,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS006
EWS025,Sg Mandai (Woodlands Rd),1.426591,103.761881,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS025
EWS030,Sg Seletar Simpang Kanan A (SLE),1.3932555,103.8344928,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS030
EWS046,Lowland Rd/ Kovan Rd,1.360891,103.883513,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS046
EWS060,Jln Nipah,1.326236,103.952398,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS060
EWS063,Woodlands Ave 12 / Gambas Ave,1.444062,103.811168,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS063
EWS087,Lilac Drive/CTE,1.380716,103.859814,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS087
WWS012,International Rd / 4th Lok Yang Rd,1.327881,103.687421,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS012
WWS037,Jurong Industrial Estate OD (Jln Buroh),1.3144494,103.7020192,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS037
WWS043,Yuan Ching Rd/ Yung Ho Rd,1.326599,103.725225,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS043
WWS057,Sg Pandan Kechil (AYE 7.9km),1.297940016,103.7829971,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS057
WWS067,Clementi Ave 4 / Commonwealth Ave West,1.316186,103.765245,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS067
WWS081,Woodlands Rd/Sg Kadut Ave,1.4079707,103.7557877,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS081
WWS099,Ulu Pandan Rd / Clementi Rd,1.3194474,103.7714076,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS099
WWS175,Woodlands Road/ Mandai Estate,1.4071978,103.7562849,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS175
WWS197,Sg Lanchar SD B2 (Blk 834 Jurong West Ave 5),1.3432881,103.6944551,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS197
WWS206,Sg Lanchar SD B2 (Blk 613 Jurong West St 65),1.340247,103.70068,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS206
WWS316,15A Yarwood Avenue,1.338561,103.783423,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS316
WWS320,Jurong East Subsidiary canal (Blk 374),1.3496114,103.7331341,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS320
CWS028,Macpherson OD (Geylang Bahru),1.323802,103.868673,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS028
CWS065,Eng Neo OD (Eng Neo Ave),1.331943,103.798273,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS065
CWS122,Lorong 23 Geylang/Sims Lane,1.3165373,103.88101814,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS122
CWS158,Cavenagh Rd/ Kramat Lane,1.3012617,103.8414176,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS158
CWS222,Happy Ave North /Happy Ave Ctrl,1.3311075,103.8810502,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS222
CWS228,Langsat Rd/ Lor 105 Changi,1.3153997,103.90281,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS228
EWS011,Siglap Canal (Frankel Walk),1.3171242,103.9142898,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS011
EWS015,Sg Serangoon Branch (Hougang Ave 7),1.362659,103.8960327,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS015
EWS024,Parbury Ave OD (Upp East Coast Rd,1.315339,103.944129,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS024
EWS036,Bedok Canal (Bedok Reservoir Rd),1.339208,103.935671,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS036
EWS054,Neram OD (Upper Neram Rd),1.3869,103.867243,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS054
EWS075,Hougang New Town OD(Hougang Ave 8),1.376488,103.890644,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS075
WWS009,Commonwealth Ave / Commonwealth Dr,1.303684,103.797218,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS009
WWS021,Ulu Pandan Canal (Pine Grove),1.315998,103.775243,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS021
WWS059,Sg Pandan Kechil (AYE 9.2km),1.302919,103.774067,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS059
WWS109,Yuan Ching Rd (Jurong Secondary School),1.329816,103.72499,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS109
WWS173,Boon Lay Way (Blk 517C),1.3446688,103.7202632,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS173
WWS195,Sg Lanchar SD B2 (Blk 846 Pioneer Rd North),1.3452061,103.691172,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS195
WWS204,Sg Lanchar SD C (Jln Bahar),1.3558585,103.698149,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS204
WWS251,Sg Kadut OD 2 (Sg Kadut St 1),1.422543,103.7505443,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS251
CWS046,Upper Paya Lebar Rd,1.3426017,103.8835836,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS046
CWS101,Macpherson Rd/ Playfair Rd,1.333218,103.88697,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS101
CWS139,Ang Mo Kio Ave 3/ Mayflower Ave,1.3698369,103.8405432,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS139
CWS143,Geylang River (CISCO Centre),1.321765,103.892469,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS143
CWS153,Geylang East Central OD (Paya Lebar Rd),1.3182213,103.8920617,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS153
CWS154,Tanjong Pagar Rd/Craig Rd,1.2772959,103.8435013,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS154
CWS162,Mount Vernon Rd,1.3415043,103.881131,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS162
CWS307,Kallang River (BCA Braddell Campus),1.3444484,103.8575891,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS307
EWS017,Sg Tongkang (Lor Buangkok),1.382712,103.877028,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS017
EWS061,Marsiling Dr / Admiralty Rd,1.442321,103.775441,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS061
EWS094,Tampines Rd/ Jln Teliti,1.361185,103.8918149,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS094
WWS004,BT Canal (Maple Ave),1.332772,103.792755,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS004
WWS008,Commonwealth Ave/ Tanglin Halt Rd,1.303122,103.797286,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS008
WWS084,Sunset Dr/Sunset way,1.32586,103.766071,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS084
WWS090,University Flyover / AYE1,1.3052894,103.7700051,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS090
WWS242,Sg Peng Siang Tributary A (Blk 805B Brickland Rd),1.3724825,103.7431762,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS242
WWS253,Bt Batok OD 2 (Bt Batok St 52),1.356603,103.753222,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS253
WWS259,Bt Batok Canal (Bt Batok Rd),1.362925,103.742489,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS259
WWS291,Spring View OD (Bt Batok Ind Pk A),1.3438158,103.7527586,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS291
WWS314,Bukit Timah 1st Diversion Canal (Holland Green),1.326841,103.783825,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS314
WWS463,Sg Tengah (Jln Piring),1.379691,103.716675,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS463
CWS010,Bishan St 21,1.3474994,103.8407024,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS010
CWS015,Carmichael Rd OD (CTE ),1.342463,103.862048,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS015
CWS049,Stamford Canal (Lucky Plaza),1.3043,103.833307,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS049
CWS072,King George's Ave at PA HQ,1.30884,103.860445,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS072
CWS075,Mandalay Rd/ Martaban Rd,1.324371,103.850346,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS075
CWS100,Veerasamy Rd,1.3065772,103.855704,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS100
CWS106,Boon Keng Rd / Bendemeer Rd,1.316782,103.862853,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS106
CWS112,Fort Rd / ECP,1.2968416,103.8851151,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS112
CWS118,Thomson Rd OD(Joan Rd),1.338294,103.836541,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS118
CWS121,Stadium Crescent/Jalan Benaan Kapal,1.303456,103.881202,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS121
CWS127,Macpherson Rd OD (Siang Kuang Ave),1.3297292,103.8731273,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS127
CWS163,Balestier Rd / Thomson Rd,1.3263868,103.8424603,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS163
CWS182,Lorong Chuan OD (AIS),1.3492216,103.8586229,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS182
CWS303,Ang Mo Kio OD 8A (Townsville Pri Sch),1.3601726,103.8530912,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS303
CWS314,Serangoon Gdn OD2 (Unit 5 Colchester Gr),1.3590347,103.8679309,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS314
CWS401,Haig Rd/Butterworth Lane,1.3127133,103.896126,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS401
EWS007,Meng Suan OD (Mandai Rd),1.4024893,103.8173045,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS007
EWS021,Swan Lake Ave,1.3204851,103.9245832,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS021
EWS088,Sg Blukar (Lorong Halus),1.38222,103.920866,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS088
WWS005,BT Canal (Rifle Range Rd),1.336735,103.781557,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS005
WWS056,Jurong Canal (PIE 32.7km),1.354112,103.7263,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS056
WWS058,Sg Pandan Kechil (Lower Kent Ridge Rd),1.297361,103.7825141,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS058
WWS071,Neo Pee Teck Lane / Pasir Panjang Rd,1.292287,103.768683,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS071
WWS110,Kampung Bahru Road / Silat Road,1.276542,103.831896,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS110
WWS182,Kampong Bahru (Bus Interchange),1.2762794,103.8327764,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS182
WWS198,Sg Lanchar SD B1 (Blk 866 Jurong West St 81),1.3505679,103.6956891,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS198
WWS236,Sg Peng Siang Tributary A (Blk 484C Brickland Rd),1.375297,103.736794,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS236
WWS241,CCK OD 3 (CCK Ave 4/CCK Way),1.3833084,103.742833,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS241
WWS249,Bt Batok Canal (Bt Batok West Ave 5),1.365544,103.750608,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS249
WWS256,Yew Tee Ind Estate Drain 4 (Sg Kadut Ave),1.400139,103.753642,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS256
CWS019,Stamford Canal (Handy Rd),1.299421544,103.8460457,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS019
CWS073,CTE/ Moulmein Rd,1.3182441,103.8501448,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS073
CWS099,Cuscaden Rd/Tomlinson Rd,1.304627,103.825388,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS099
CWS150,Sg Whampoa (Whampoa CC),1.3244983,103.85673371,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS150
CWS151,Tembeling Road OD (East Coast Rd),1.305548,103.906419,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS151
CWS155,Eu Tong Sen OD (Kreta Ayer Rd),1.281973,103.8415,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS155
CWS179,East Coast Rd/ Lor Stangee (CWS179),1.3079025,103.9076551,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS179
CWS233,Upper Hokien St (Fook Hai Building),1.2853174,103.8463371,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS233
CWS403,Dorset Rd OD (Dorset Rd/Owen Rd),1.314651,103.852107,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS403
EWS044,Bedok South Rd/ Bedok South Ave 1,1.316762,103.932985,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS044
EWS074,Sungei Mandai Kechil(Woodlands Bridge),1.439585,103.76881,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS074
EWS085,Tampines Road OD(Tampines Rd),1.361263,103.890323,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS085
WWS022,Jln Mat Jambol (Springdew Terrace),1.277007,103.79132,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS022
WWS045,Mayfair OD (Sime Darby Centre),1.3364909,103.78322,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS045
WWS070,Eng Kong Crescent,1.33541,103.7683341,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS070
WWS113,Wan Lee Rd / Enterprise Rd,1.3330559,103.7055339,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS113
WWS119,Jurong Canal Culvert Inlet (PIE),1.353832,103.728186,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS119
WWS176,Chin Bee Rd/ International Rd,1.3289087,103.7132841,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS176
WWS207,Sg Lanchar SD B1 (Blk 667B Jurong West St 62),1.340981,103.701046,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS207
WWS227,Neo Tiew OD 4 (Turut Track/Neo Tiew Harvest Ln),1.4242005,103.722174,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS227
WWS229,Neo Tiew OD 5 (Neo Tiew Harvest Ln),1.417482,103.7244,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS229
WWS246,Bt Batok Canal (Bt Batok West Ave 7),1.364544,103.746928,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS246
WWS321,International Rd/ Second Chin Bee Rd,1.3297614,103.7143228,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS321
WWS480,Yuan Ching Rd OD (Opp Yuan Ching Sec),1.342333,103.721506,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS480
CWS014,Bt Timah Canal (Keng Lee Rd),1.3130728,103.8499974,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS014
CWS021,Stamford Canal (313 @ Somerset),1.301311,103.83773,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS021
CWS025,Kallang River (Braddell Rd),1.3429821,103.8577046,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS025
CWS043,S'pore River (Coleman Bridge),1.29012,103.847601,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS043
CWS052,Kallang River (Jln Taman),1.3262725,103.8654337,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS052
CWS110,Lor Ong Lye / Lor Lew Lian,1.3481966,103.8778859,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS110
CWS136,Binchang Rise/Clover Close,1.3499593,103.8459807,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS136
CWS178,Stamford Canal (Kramat Lane),1.3009426,103.8421388,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS178
CWS180,Lorong Chuan OD (Blk 318),1.3525881,103.8669626,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS180
CWS304,Kallang River (SMRT Bishan Depot),1.3531194,103.8535093,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS304
CWS312,Kallang River (Blk 114 Potong Pasir),1.3372873,103.8636551,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=CWS312
EWS004,Bedok Canal (Upper Changi Rd),1.3340447,103.949004,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS004
EWS013,Sg Punggol (Mugliston Pk),1.391422,103.881919,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS013
EWS023,Lucky Heights OD (Bayshore Rd),1.3137274,103.9402788,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS023
EWS045,Thomson Walk,1.3764121,103.833445,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS045
EWS059,Terang Bulan Ave / New Upper Changi Rd,1.3226266,103.9239294,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS059
EWS082,Poh Huat Road OD (Jln Arif),1.36773,103.883193,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=EWS082
WWS003,Sg Pandan (AYE),1.3191182,103.7502734,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS003
WWS025,Sg Peng Siang (Choa Chu Kang Ave 4),1.3828571,103.739451,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS025
WWS038,Sg Pang Sua (Bt Panjang),1.381099,103.761277,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS038
WWS044,Sg Tengah Rd/ Sg Tengah Agrotechnology Pk,1.38248,103.731152,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS044
WWS061,Woodlands Rd / KJE,1.386982,103.756862,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS061
WWS069,Clementi Rd/Pasir Panjang Rd,1.2925161,103.7683145,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS069
WWS089,Gul Way/Pioneer Rd,1.310963,103.670688,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS089
WWS114,Jalan Boonlay (Bus stop B21339),1.3303607,103.7083301,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS114
WWS117,Yuan Ching Rd / Yung Kuang Rd,1.331626,103.7248297,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS117
WWS174,Choa Chu Kang Way/ Choa Chu Kang Ave 1,1.378927,103.7483392,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS174
WWS179,West Coast Rd (Opp Blk 408),1.3176186,103.7492462,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS179
WWS289,Bt Batok East OD (PIE u/s culvert),1.3416816,103.7497114,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS289
WWS093,Sg Pang Sua (Stagmont Ring),1.3924407,103.7530586,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS093
WWS205,Sg Lanchar SD B1 (Jurong West Ave 4),1.3441387,103.700093,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS205
WWS292,Bt Batok Ind Pk A OD (Unity Center),1.337657,103.75636,https://app.pub.gov.sg/waterlevel/pages/WaterLevelReport.aspx?stationid=WWS292
